WEATHER CENTER LOCATION,LATITUDE,LONGITUDE,DATE,SNWD,TMAX,TMIN
"ANDOVER 2, ME US",44.653,-70.7941,1/11/2017,28,32,-12
"ANDOVER 2, ME US",44.653,-70.7941,1/12/2017,27,46,25
"ANDOVER 2, ME US",44.653,-70.7941,1/13/2017,27,47,31
"ANDOVER 2, ME US",44.653,-70.7941,1/14/2017,27,31,-5
"ANDOVER 2, ME US",44.653,-70.7941,1/15/2017,27,20,-5
"ANDOVER 2, ME US",44.653,-70.7941,1/16/2017,27,21,3
"ANDOVER 2, ME US",44.653,-70.7941,1/17/2017,26,34,2
"ANDOVER 2, ME US",44.653,-70.7941,1/18/2017,27,34,19
"ANDOVER 2, ME US",44.653,-70.7941,1/19/2017,28,34,19
"ANDOVER 2, ME US",44.653,-70.7941,1/20/2017,28,34,21
"ANDOVER 2, ME US",44.653,-70.7941,1/21/2017,28,33,28
"ANDOVER 2, ME US",44.653,-70.7941,1/22/2017,27,39,29
"ANDOVER 2, ME US",44.653,-70.7941,1/23/2017,27,33,24
"ANDOVER 2, ME US",44.653,-70.7941,1/24/2017,28,26,22
"ANDOVER 2, ME US",44.653,-70.7941,1/25/2017,32,31,23
"ANDOVER 2, ME US",44.653,-70.7941,1/26/2017,32,31,26
"ANDOVER 2, ME US",44.653,-70.7941,1/27/2017,31,43,27
"ANDOVER 2, ME US",44.653,-70.7941,1/28/2017,33,32,22
"ANDOVER 2, ME US",44.653,-70.7941,1/29/2017,33,30,24
"ANDOVER 2, ME US",44.653,-70.7941,1/30/2017,33,34,9
"ANDOVER 2, ME US",44.653,-70.7941,1/31/2017,33,25,0
"ANDOVER 2, ME US",44.653,-70.7941,2/1/2017,33,21,0
"ANDOVER 2, ME US",44.653,-70.7941,2/2/2017,35,19,4
"ANDOVER 2, ME US",44.653,-70.7941,2/3/2017,35,27,2
"ANDOVER 2, ME US",44.653,-70.7941,2/4/2017,35,23,2
"ANDOVER 2, ME US",44.653,-70.7941,2/5/2017,35,27,7
"ANDOVER 2, ME US",44.653,-70.7941,2/6/2017,33,30,10
"ANDOVER 2, ME US",44.653,-70.7941,2/7/2017,34,19,10
"ANDOVER 2, ME US",44.653,-70.7941,2/8/2017,39,13,9
"ANDOVER 2, ME US",44.653,-70.7941,2/9/2017,39,42,11
"ANDOVER 2, ME US",44.653,-70.7941,2/10/2017,44,42,-2
"ANDOVER 2, ME US",44.653,-70.7941,2/11/2017,44,10,-5
"ANDOVER 2, ME US",44.653,-70.7941,2/12/2017,50,11,0
"ANDOVER 2, ME US",44.653,-70.7941,2/13/2017,62,19,11
"ANDOVER 2, ME US",44.653,-70.7941,2/14/2017,64,22,13
"ANDOVER 2, ME US",44.653,-70.7941,2/15/2017,65,25,7
"ANDOVER 2, ME US",44.653,-70.7941,2/16/2017,79,27,13
"ANDOVER 2, ME US",44.653,-70.7941,2/17/2017,76,26,18
"ANDOVER 2, ME US",44.653,-70.7941,2/18/2017,75,27,17
"ANDOVER 2, ME US",44.653,-70.7941,2/19/2017,73,46,20
"ANDOVER 2, ME US",44.653,-70.7941,2/20/2017,68,50,27
"ANDOVER 2, ME US",44.653,-70.7941,2/21/2017,62,34,10
"ANDOVER 2, ME US",44.653,-70.7941,2/22/2017,59,40,10
"ANDOVER 2, ME US",44.653,-70.7941,2/23/2017,55,47,10
"ANDOVER 2, ME US",44.653,-70.7941,2/24/2017,50,50,23
"ANDOVER 2, ME US",44.653,-70.7941,2/25/2017,43,55,32
"ANDOVER 2, ME US",44.653,-70.7941,2/26/2017,39,40,30
"ANDOVER 2, ME US",44.653,-70.7941,2/27/2017,37,31,11
"ANDOVER 2, ME US",44.653,-70.7941,2/28/2017,34,42,12
"ANDOVER 2, ME US",44.653,-70.7941,3/1/2017,30,47,21
"ANDOVER 2, ME US",44.653,-70.7941,3/2/2017,25,44,32
"ANDOVER 2, ME US",44.653,-70.7941,3/3/2017,22,38,10
"ANDOVER 2, ME US",44.653,-70.7941,3/4/2017,20,21,-2
"ANDOVER 2, ME US",44.653,-70.7941,3/5/2017,19,5,-1
"ANDOVER 2, ME US",44.653,-70.7941,3/6/2017,18,19,-1
"ANDOVER 2, ME US",44.653,-70.7941,3/7/2017,16,36,10
"ANDOVER 2, ME US",44.653,-70.7941,3/8/2017,14,31,25
"ANDOVER 2, ME US",44.653,-70.7941,3/9/2017,13,45,29
"ANDOVER 2, ME US",44.653,-70.7941,3/10/2017,13,31,10
"ANDOVER 2, ME US",44.653,-70.7941,3/11/2017,12,25,-8
"ANDOVER 2, ME US",44.653,-70.7941,3/12/2017,12,1,-9
"ANDOVER 2, ME US",44.653,-70.7941,3/13/2017,11,12,-3
"ANDOVER 2, ME US",44.653,-70.7941,3/14/2017,10,23,2
"ANDOVER 2, ME US",44.653,-70.7941,3/15/2017,27,25,9
"ANDOVER 2, ME US",44.653,-70.7941,3/16/2017,27,26,13
"ANDOVER 2, ME US",44.653,-70.7941,3/17/2017,26,21,7
"ANDOVER 2, ME US",44.653,-70.7941,3/18/2017,26,28,-1
"ANDOVER 2, ME US",44.653,-70.7941,3/19/2017,24,34,-1
"ANDOVER 2, ME US",44.653,-70.7941,3/20/2017,23,38,5
"ANDOVER 2, ME US",44.653,-70.7941,3/21/2017,21,47,16
"ANDOVER 2, ME US",44.653,-70.7941,3/22/2017,19,42,25
"ANDOVER 2, ME US",44.653,-70.7941,3/23/2017,19,25,6
"ANDOVER 2, ME US",44.653,-70.7941,3/24/2017,18,26,4
"ANDOVER 2, ME US",44.653,-70.7941,3/25/2017,19,29,15
"ANDOVER 2, ME US",44.653,-70.7941,3/26/2017,18,37,9
"ANDOVER 2, ME US",44.653,-70.7941,3/27/2017,18,41,8
"ANDOVER 2, ME US",44.653,-70.7941,3/28/2017,20,31,28
"ANDOVER 2, ME US",44.653,-70.7941,3/29/2017,20,34,28
"ANDOVER 2, ME US",44.653,-70.7941,3/30/2017,18,36,27
"ANDOVER 2, ME US",44.653,-70.7941,3/31/2017,16,42,24
"ANDOVER 2, ME US",44.653,-70.7941,4/1/2017,19,39,24
"ANDOVER 2, ME US",44.653,-70.7941,4/2/2017,22,33,28
"ANDOVER 2, ME US",44.653,-70.7941,4/3/2017,21,43,24
"ANDOVER 2, ME US",44.653,-70.7941,4/4/2017,18,49,26
"ANDOVER 2, ME US",44.653,-70.7941,4/5/2017,21,32,29
"ANDOVER 2, ME US",44.653,-70.7941,4/6/2017,20,37,29
"ANDOVER 2, ME US",44.653,-70.7941,4/7/2017,16,34,31
"ANDOVER 2, ME US",44.653,-70.7941,4/8/2017,14,46,31
"ANDOVER 2, ME US",44.653,-70.7941,4/9/2017,12,38,30
"ANDOVER 2, ME US",44.653,-70.7941,4/10/2017,10,55,30
"ANDOVER 2, ME US",44.653,-70.7941,4/11/2017,8,70,30
"ANDOVER 2, ME US",44.653,-70.7941,4/12/2017,7,70,32
"ANDOVER 2, ME US",44.653,-70.7941,4/13/2017,7,42,33
"ANDOVER 2, ME US",44.653,-70.7941,4/14/2017,7,48,27
"ANDOVER 2, ME US",44.653,-70.7941,4/15/2017,4,53,23
"ANDOVER 2, ME US",44.653,-70.7941,4/16/2017,2,65,23
"ANDOVER 2, ME US",44.653,-70.7941,4/17/2017,0,72,35
"ANDOVER 2, ME US",44.653,-70.7941,4/18/2017,0,55,32
"ANDOVER 2, ME US",44.653,-70.7941,4/19/2017,0,44,28
"ANDOVER 2, ME US",44.653,-70.7941,4/20/2017,0,44,31
"ANDOVER 2, ME US",44.653,-70.7941,4/21/2017,0,51,33
"ANDOVER 2, ME US",44.653,-70.7941,4/22/2017,0,37,31
"ANDOVER 2, ME US",44.653,-70.7941,4/23/2017,0,39,31
"ANDOVER 2, ME US",44.653,-70.7941,4/24/2017,0,62,33
"ANDOVER 2, ME US",44.653,-70.7941,4/25/2017,0,61,28
"ANDOVER 2, ME US",44.653,-70.7941,4/26/2017,0,51,29
"ANDOVER 2, ME US",44.653,-70.7941,4/27/2017,0,51,39
"ANDOVER 2, ME US",44.653,-70.7941,4/28/2017,0,62,44
"ANDOVER 2, ME US",44.653,-70.7941,4/29/2017,0,78,41
"ANDOVER 2, ME US",44.653,-70.7941,4/30/2017,0,77,33
"ANDOVER 2, ME US",44.653,-70.7941,5/1/2017,0,50,34
"ANDOVER 2, ME US",44.653,-70.7941,5/2/2017,0,41,36
"ANDOVER 2, ME US",44.653,-70.7941,5/3/2017,0,55,34
"ANDOVER 2, ME US",44.653,-70.7941,5/4/2017,0,56,32
"ANDOVER 2, ME US",44.653,-70.7941,5/5/2017,0,64,34
"ANDOVER 2, ME US",44.653,-70.7941,5/6/2017,0,50,38
"ANDOVER 2, ME US",44.653,-70.7941,5/7/2017,0,58,41
"ANDOVER 2, ME US",44.653,-70.7941,5/8/2017,0,63,37
"ANDOVER 2, ME US",44.653,-70.7941,5/9/2017,0,44,27
"ANDOVER 2, ME US",44.653,-70.7941,5/10/2017,0,49,27
"ANDOVER 2, ME US",44.653,-70.7941,5/11/2017,0,50,27
"ANDOVER 2, ME US",44.653,-70.7941,5/12/2017,0,52,39
"ANDOVER 2, ME US",44.653,-70.7941,5/13/2017,0,62,35
"ANDOVER 2, ME US",44.653,-70.7941,5/14/2017,0,63,36
"ANDOVER 2, ME US",44.653,-70.7941,5/15/2017,0,43,37
"ANDOVER 2, ME US",44.653,-70.7941,5/16/2017,0,52,41
"ANDOVER 2, ME US",44.653,-70.7941,5/17/2017,0,73,42
"ANDOVER 2, ME US",44.653,-70.7941,5/18/2017,0,86,47
"ANDOVER 2, ME US",44.653,-70.7941,5/19/2017,0,92,58
"ANDOVER 2, ME US",44.653,-70.7941,5/20/2017,0,92,38
"ANDOVER 2, ME US",44.653,-70.7941,5/21/2017,0,64,30
"ANDOVER 2, ME US",44.653,-70.7941,5/22/2017,0,69,36
"ANDOVER 2, ME US",44.653,-70.7941,5/23/2017,0,51,45
"ANDOVER 2, ME US",44.653,-70.7941,5/24/2017,0,68,42
"ANDOVER 2, ME US",44.653,-70.7941,5/25/2017,0,69,43
"ANDOVER 2, ME US",44.653,-70.7941,5/26/2017,0,60,44
"ANDOVER 2, ME US",44.653,-70.7941,5/27/2017,0,52,44
"ANDOVER 2, ME US",44.653,-70.7941,5/28/2017,0,65,43
"ANDOVER 2, ME US",44.653,-70.7941,5/29/2017,0,73,46
"ANDOVER 2, ME US",44.653,-70.7941,5/30/2017,0,50,44
"ANDOVER 2, ME US",44.653,-70.7941,5/31/2017,0,56,44
"ANDOVER 2, ME US",44.653,-70.7941,6/1/2017,0,65,44
"ANDOVER 2, ME US",44.653,-70.7941,6/2/2017,0,68,39
"ANDOVER 2, ME US",44.653,-70.7941,6/3/2017,0,60,42
"ANDOVER 2, ME US",44.653,-70.7941,6/4/2017,0,56,43
"ANDOVER 2, ME US",44.653,-70.7941,6/5/2017,0,70,49
"ANDOVER 2, ME US",44.653,-70.7941,6/6/2017,0,54,45
"ANDOVER 2, ME US",44.653,-70.7941,6/7/2017,0,52,40
"ANDOVER 2, ME US",44.653,-70.7941,6/8/2017,0,77,42
"ANDOVER 2, ME US",44.653,-70.7941,6/9/2017,0,82,46
"ANDOVER 2, ME US",44.653,-70.7941,6/10/2017,0,71,44
"ANDOVER 2, ME US",44.653,-70.7941,6/11/2017,0,77,45
"ANDOVER 2, ME US",44.653,-70.7941,6/12/2017,0,89,51
"ANDOVER 2, ME US",44.653,-70.7941,6/13/2017,0,89,63
"ANDOVER 2, ME US",44.653,-70.7941,6/14/2017,0,83,47
"ANDOVER 2, ME US",44.653,-70.7941,6/15/2017,0,70,39
"ANDOVER 2, ME US",44.653,-70.7941,6/16/2017,0,72,40
"ANDOVER 2, ME US",44.653,-70.7941,6/17/2017,0,55,52
"ANDOVER 2, ME US",44.653,-70.7941,6/18/2017,0,72,52
"ANDOVER 2, ME US",44.653,-70.7941,6/19/2017,0,83,60
"ANDOVER 2, ME US",44.653,-70.7941,6/20/2017,0,84,62
"ANDOVER 2, ME US",44.653,-70.7941,6/21/2017,0,78,52
"ANDOVER 2, ME US",44.653,-70.7941,6/22/2017,0,72,51
"ANDOVER 2, ME US",44.653,-70.7941,6/23/2017,0,75,50
"ANDOVER 2, ME US",44.653,-70.7941,6/24/2017,0,70,52
"ANDOVER 2, ME US",44.653,-70.7941,6/25/2017,0,77,51
"ANDOVER 2, ME US",44.653,-70.7941,6/26/2017,0,75,45
"ANDOVER 2, ME US",44.653,-70.7941,6/27/2017,0,69,44
"ANDOVER 2, ME US",44.653,-70.7941,6/28/2017,0,67,46
"ANDOVER 2, ME US",44.653,-70.7941,6/29/2017,0,69,45
"ANDOVER 2, ME US",44.653,-70.7941,6/30/2017,0,73,46
"ANDOVER 2, ME US",44.653,-70.7941,7/1/2017,0,75,56
"ANDOVER 2, ME US",44.653,-70.7941,7/2/2017,0,79,62
"ANDOVER 2, ME US",44.653,-70.7941,7/3/2017,0,79,54
"ANDOVER 2, ME US",44.653,-70.7941,7/4/2017,0,77,50
"ANDOVER 2, ME US",44.653,-70.7941,7/5/2017,0,78,45
"ANDOVER 2, ME US",44.653,-70.7941,7/6/2017,0,81,47
"ANDOVER 2, ME US",44.653,-70.7941,7/7/2017,0,80,51
"ANDOVER 2, ME US",44.653,-70.7941,7/8/2017,0,78,53
"ANDOVER 2, ME US",44.653,-70.7941,7/9/2017,0,77,54
"ANDOVER 2, ME US",44.653,-70.7941,7/10/2017,0,76,51
"ANDOVER 2, ME US",44.653,-70.7941,7/11/2017,0,77,58
"ANDOVER 2, ME US",44.653,-70.7941,7/12/2017,0,79,58
"ANDOVER 2, ME US",44.653,-70.7941,7/13/2017,0,73,52
"ANDOVER 2, ME US",44.653,-70.7941,7/14/2017,0,58,43
"ANDOVER 2, ME US",44.653,-70.7941,7/15/2017,0,72,49
"ANDOVER 2, ME US",44.653,-70.7941,7/16/2017,0,77,53
"ANDOVER 2, ME US",44.653,-70.7941,7/17/2017,0,75,55
"ANDOVER 2, ME US",44.653,-70.7941,7/18/2017,0,82,62
"ANDOVER 2, ME US",44.653,-70.7941,7/19/2017,0,78,61
"ANDOVER 2, ME US",44.653,-70.7941,7/20/2017,0,83,59
"ANDOVER 2, ME US",44.653,-70.7941,7/21/2017,0,84,58
"ANDOVER 2, ME US",44.653,-70.7941,7/22/2017,0,82,56
"ANDOVER 2, ME US",44.653,-70.7941,7/23/2017,0,77,50
"ANDOVER 2, ME US",44.653,-70.7941,7/24/2017,0,77,52
"ANDOVER 2, ME US",44.653,-70.7941,7/25/2017,0,75,50
"ANDOVER 2, ME US",44.653,-70.7941,7/26/2017,0,76,46
"ANDOVER 2, ME US",44.653,-70.7941,7/27/2017,0,78,54
"ANDOVER 2, ME US",44.653,-70.7941,7/28/2017,0,69,56
"ANDOVER 2, ME US",44.653,-70.7941,7/29/2017,0,74,43
"ANDOVER 2, ME US",44.653,-70.7941,7/30/2017,0,71,44
"ANDOVER 2, ME US",44.653,-70.7941,7/31/2017,0,74,47
"ANDOVER 2, ME US",44.653,-70.7941,8/1/2017,0,82,53
"ANDOVER 2, ME US",44.653,-70.7941,8/2/2017,0,80,50
"ANDOVER 2, ME US",44.653,-70.7941,8/3/2017,0,83,50
"ANDOVER 2, ME US",44.653,-70.7941,8/4/2017,0,80,56
"ANDOVER 2, ME US",44.653,-70.7941,8/5/2017,0,80,60
"ANDOVER 2, ME US",44.653,-70.7941,8/6/2017,0,71,50
"ANDOVER 2, ME US",44.653,-70.7941,8/7/2017,0,68,47
"ANDOVER 2, ME US",44.653,-70.7941,8/8/2017,0,74,49
"ANDOVER 2, ME US",44.653,-70.7941,8/9/2017,0,72,43
"ANDOVER 2, ME US",44.653,-70.7941,8/10/2017,0,77,44
"ANDOVER 2, ME US",44.653,-70.7941,8/11/2017,0,80,52
"ANDOVER 2, ME US",44.653,-70.7941,8/12/2017,0,76,58
"ANDOVER 2, ME US",44.653,-70.7941,8/13/2017,0,73,57
"ANDOVER 2, ME US",44.653,-70.7941,8/14/2017,0,73,51
"ANDOVER 2, ME US",44.653,-70.7941,8/15/2017,0,77,49
"ANDOVER 2, ME US",44.653,-70.7941,8/16/2017,0,77,49
"ANDOVER 2, ME US",44.653,-70.7941,8/17/2017,0,70,43
"ANDOVER 2, ME US",44.653,-70.7941,8/18/2017,0,73,49
"ANDOVER 2, ME US",44.653,-70.7941,8/19/2017,0,65,52
"ANDOVER 2, ME US",44.653,-70.7941,8/20/2017,0,78,58
"ANDOVER 2, ME US",44.653,-70.7941,8/21/2017,0,72,55
"ANDOVER 2, ME US",44.653,-70.7941,8/22/2017,0,80,55
"ANDOVER 2, ME US",44.653,-70.7941,8/23/2017,0,82,55
"ANDOVER 2, ME US",44.653,-70.7941,8/24/2017,0,73,46
"ANDOVER 2, ME US",44.653,-70.7941,8/25/2017,0,71,46
"ANDOVER 2, ME US",44.653,-70.7941,8/26/2017,0,64,41
"ANDOVER 2, ME US",44.653,-70.7941,8/27/2017,0,67,41
"ANDOVER 2, ME US",44.653,-70.7941,8/28/2017,0,69,38
"ANDOVER 2, ME US",44.653,-70.7941,8/29/2017,0,72,38
"ANDOVER 2, ME US",44.653,-70.7941,8/30/2017,0,68,39
"ANDOVER 2, ME US",44.653,-70.7941,8/31/2017,0,66,40
"ANDOVER 2, ME US",44.653,-70.7941,9/1/2017,0,64,42
"ANDOVER 2, ME US",44.653,-70.7941,9/2/2017,0,56,41
"ANDOVER 2, ME US",44.653,-70.7941,9/3/2017,0,67,41
"ANDOVER 2, ME US",44.653,-70.7941,9/4/2017,0,58,46
"ANDOVER 2, ME US",44.653,-70.7941,9/5/2017,0,71,51
"ANDOVER 2, ME US",44.653,-70.7941,9/6/2017,0,66,54
"ANDOVER 2, ME US",44.653,-70.7941,9/7/2017,0,60,55
"ANDOVER 2, ME US",44.653,-70.7941,9/8/2017,0,65,41
"ANDOVER 2, ME US",44.653,-70.7941,9/9/2017,0,65,42
"ANDOVER 2, ME US",44.653,-70.7941,9/10/2017,0,65,51
"ANDOVER 2, ME US",44.653,-70.7941,9/11/2017,0,65,45
"ANDOVER 2, ME US",44.653,-70.7941,9/12/2017,0,73,47
"ANDOVER 2, ME US",44.653,-70.7941,9/13/2017,0,75,49
"ANDOVER 2, ME US",44.653,-70.7941,9/14/2017,0,77,49
"ANDOVER 2, ME US",44.653,-70.7941,9/15/2017,0,80,49
"ANDOVER 2, ME US",44.653,-70.7941,9/16/2017,0,77,52
"ANDOVER 2, ME US",44.653,-70.7941,9/17/2017,0,79,49
"ANDOVER 2, ME US",44.653,-70.7941,9/18/2017,0,80,51
"ANDOVER 2, ME US",44.653,-70.7941,9/19/2017,0,73,60
"ANDOVER 2, ME US",44.653,-70.7941,9/20/2017,0,70,60
"ANDOVER 2, ME US",44.653,-70.7941,9/21/2017,0,76,55
"ANDOVER 2, ME US",44.653,-70.7941,9/22/2017,0,71,39
"ANDOVER 2, ME US",44.653,-70.7941,9/23/2017,0,75,39
"ANDOVER 2, ME US",44.653,-70.7941,9/24/2017,0,81,40
"ANDOVER 2, ME US",44.653,-70.7941,9/25/2017,0,87,58
"ANDOVER 2, ME US",44.653,-70.7941,9/26/2017,0,89,60
"ANDOVER 2, ME US",44.653,-70.7941,9/27/2017,0,87,56
"ANDOVER 2, ME US",44.653,-70.7941,9/28/2017,0,86,56
"ANDOVER 2, ME US",44.653,-70.7941,9/29/2017,0,64,39
"ANDOVER 2, ME US",44.653,-70.7941,9/30/2017,0,58,39
"ANDOVER 2, ME US",44.653,-70.7941,10/1/2017,0,59,29
"ANDOVER 2, ME US",44.653,-70.7941,10/2/2017,0,63,30
"ANDOVER 2, ME US",44.653,-70.7941,10/3/2017,0,67,29
"ANDOVER 2, ME US",44.653,-70.7941,10/4/2017,0,65,30
"ANDOVER 2, ME US",44.653,-70.7941,10/5/2017,0,80,38
"ANDOVER 2, ME US",44.653,-70.7941,10/6/2017,0,69,44
"ANDOVER 2, ME US",44.653,-70.7941,10/7/2017,0,62,40
"ANDOVER 2, ME US",44.653,-70.7941,10/8/2017,0,67,44
"ANDOVER 2, ME US",44.653,-70.7941,10/9/2017,0,70,49
"ANDOVER 2, ME US",44.653,-70.7941,10/10/2017,0,62,50
"ANDOVER 2, ME US",44.653,-70.7941,10/11/2017,0,71,51
"ANDOVER 2, ME US",44.653,-70.7941,10/12/2017,0,58,29
"ANDOVER 2, ME US",44.653,-70.7941,10/13/2017,0,57,26
"ANDOVER 2, ME US",44.653,-70.7941,10/14/2017,0,59,25
"ANDOVER 2, ME US",44.653,-70.7941,10/15/2017,0,67,47
"ANDOVER 2, ME US",44.653,-70.7941,10/16/2017,0,70,44
"ANDOVER 2, ME US",44.653,-70.7941,10/17/2017,0,48,29
"ANDOVER 2, ME US",44.653,-70.7941,10/18/2017,0,51,29
"ANDOVER 2, ME US",44.653,-70.7941,10/19/2017,0,64,29
"ANDOVER 2, ME US",44.653,-70.7941,10/20/2017,0,70,30
"ANDOVER 2, ME US",44.653,-70.7941,10/21/2017,0,62,39
"ANDOVER 2, ME US",44.653,-70.7941,10/22/2017,0,71,42
"ANDOVER 2, ME US",44.653,-70.7941,10/23/2017,0,66,42
"ANDOVER 2, ME US",44.653,-70.7941,10/24/2017,0,65,47
"ANDOVER 2, ME US",44.653,-70.7941,10/25/2017,0,65,56
"ANDOVER 2, ME US",44.653,-70.7941,10/26/2017,0,64,56
"ANDOVER 2, ME US",44.653,-70.7941,10/27/2017,0,56,42
"ANDOVER 2, ME US",44.653,-70.7941,10/28/2017,0,51,28
"ANDOVER 2, ME US",44.653,-70.7941,10/29/2017,0,58,28
"ANDOVER 2, ME US",44.653,-70.7941,10/30/2017,0,59,48
"ANDOVER 2, ME US",44.653,-70.7941,10/31/2017,0,63,41
"ANDOVER 2, ME US",44.653,-70.7941,11/1/2017,0,50,31
"ANDOVER 2, ME US",44.653,-70.7941,11/2/2017,0,48,30
"ANDOVER 2, ME US",44.653,-70.7941,11/3/2017,0,54,43
"ANDOVER 2, ME US",44.653,-70.7941,11/4/2017,0,60,32
"ANDOVER 2, ME US",44.653,-70.7941,11/5/2017,0,42,30
"ANDOVER 2, ME US",44.653,-70.7941,11/6/2017,0,52,34
"ANDOVER 2, ME US",44.653,-70.7941,11/7/2017,0,57,33
"ANDOVER 2, ME US",44.653,-70.7941,11/8/2017,0,36,20
"ANDOVER 2, ME US",44.653,-70.7941,11/9/2017,0,38,15
"ANDOVER 2, ME US",44.653,-70.7941,11/10/2017,0,41,15
"ANDOVER 2, ME US",44.653,-70.7941,11/11/2017,0,27,15
"ANDOVER 2, ME US",44.653,-70.7941,11/12/2017,0,27,14
"ANDOVER 2, ME US",44.653,-70.7941,11/13/2017,0,31,13
"ANDOVER 2, ME US",44.653,-70.7941,11/14/2017,0,31,16
"ANDOVER 2, ME US",44.653,-70.7941,11/15/2017,0,37,23
"ANDOVER 2, ME US",44.653,-70.7941,11/16/2017,0,38,23
"ANDOVER 2, ME US",44.653,-70.7941,11/17/2017,0,35,29
"ANDOVER 2, ME US",44.653,-70.7941,11/18/2017,0,31,18
"ANDOVER 2, ME US",44.653,-70.7941,11/19/2017,0,35,21
"ANDOVER 2, ME US",44.653,-70.7941,11/20/2017,0,41,23
"ANDOVER 2, ME US",44.653,-70.7941,11/21/2017,0,25,15
"ANDOVER 2, ME US",44.653,-70.7941,11/22/2017,0,37,18
"ANDOVER 2, ME US",44.653,-70.7941,11/23/2017,0,34,21
"ANDOVER 2, ME US",44.653,-70.7941,11/24/2017,0,29,21
"ANDOVER 2, ME US",44.653,-70.7941,11/25/2017,0,40,20
"ANDOVER 2, ME US",44.653,-70.7941,11/26/2017,0,42,22
"ANDOVER 2, ME US",44.653,-70.7941,11/27/2017,0,34,23
"ANDOVER 2, ME US",44.653,-70.7941,11/28/2017,0,31,8
"ANDOVER 2, ME US",44.653,-70.7941,11/29/2017,0,29,10
"ANDOVER 2, ME US",44.653,-70.7941,11/30/2017,0,44,16
"ANDOVER 2, ME US",44.653,-70.7941,12/1/2017,0,36,15
"ANDOVER 2, ME US",44.653,-70.7941,12/2/2017,0,41,26
"ANDOVER 2, ME US",44.653,-70.7941,12/3/2017,0,34,20
"ANDOVER 2, ME US",44.653,-70.7941,12/4/2017,0,40,20
"ANDOVER 2, ME US",44.653,-70.7941,12/5/2017,0,38,21
"ANDOVER 2, ME US",44.653,-70.7941,12/6/2017,0,40,21
"ANDOVER 2, ME US",44.653,-70.7941,12/7/2017,0,38,24
"ANDOVER 2, ME US",44.653,-70.7941,12/8/2017,0,33,22
"ANDOVER 2, ME US",44.653,-70.7941,12/9/2017,0,31,18
"ANDOVER 2, ME US",44.653,-70.7941,12/10/2017,5,30,17
"ANDOVER 2, ME US",44.653,-70.7941,12/11/2017,4,31,13
"ANDOVER 2, ME US",44.653,-70.7941,12/12/2017,5,27,8
"ANDOVER 2, ME US",44.653,-70.7941,12/13/2017,9,26,12
"ANDOVER 2, ME US",44.653,-70.7941,12/14/2017,7,19,2
"ANDOVER 2, ME US",44.653,-70.7941,12/15/2017,6,14,-2
"ANDOVER 2, ME US",44.653,-70.7941,12/16/2017,5,20,-3
"ANDOVER 2, ME US",44.653,-70.7941,12/17/2017,5,23,3
"ANDOVER 2, ME US",44.653,-70.7941,12/18/2017,4,23,2
"ANDOVER 2, ME US",44.653,-70.7941,12/19/2017,6,17,2
"ANDOVER 2, ME US",44.653,-70.7941,12/20/2017,8,36,2
"ANDOVER 2, ME US",44.653,-70.7941,12/21/2017,8,36,2
"ANDOVER 2, ME US",44.653,-70.7941,12/22/2017,8,14,2
"ANDOVER 2, ME US",44.653,-70.7941,12/23/2017,13,13,5
"ANDOVER 2, ME US",44.653,-70.7941,12/24/2017,14,34,13
"ANDOVER 2, ME US",44.653,-70.7941,12/25/2017,14,34,11
"ANDOVER 2, ME US",44.653,-70.7941,12/26/2017,21,34,3
"ANDOVER 2, ME US",44.653,-70.7941,12/27/2017,21,14,-5
"ANDOVER 2, ME US",44.653,-70.7941,12/28/2017,21,4,-11
"ANDOVER 2, ME US",44.653,-70.7941,12/29/2017,21,4,-12
"ANDOVER 2, ME US",44.653,-70.7941,12/30/2017,21,-2,-13
"ANDOVER 2, ME US",44.653,-70.7941,12/31/2017,21,-6,-8
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/1/2016,8,37,25
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/2/2016,0,34,23
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/3/2016,0,35,18
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/4/2016,0,27,1
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/5/2016,6,19,-8
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/6/2016,6,37,0
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/7/2016,6,37,2
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/8/2016,5,37,13
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/9/2016,5,34,24
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/10/2016,5,52,32
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/11/2016,0,50,19
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/12/2016,0,30,11
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/13/2016,0,32,10
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/14/2016,0,22,3
"BANGOR INTERNATIONAL AIRPORT, ME US",44.7978,-68.8185,1/15/2016,0,25,1
