DATE,STORE LOCATION,STORE TYPE,SALES,CLOSEST WEATHER CENTER LOCATION,
1/1/2016,1001,1,0,"ANDOVER 2, ME US",
1/2/2016,1001,1,1482.03,"ANDOVER 2, ME US",
1/3/2016,1001,1,1430.17,"ANDOVER 2, ME US",
1/4/2016,1001,1,1532.8,"ANDOVER 2, ME US",
1/5/2016,1001,1,1647.63,"ANDOVER 2, ME US",
1/6/2016,1001,1,1623.31,"ANDOVER 2, ME US",
1/7/2016,1001,1,1542.43,"ANDOVER 2, ME US",
1/8/2016,1001,1,1572.55,"ANDOVER 2, ME US",
1/9/2016,1001,1,1571.14,"ANDOVER 2, ME US",
1/10/2016,1001,1,1440.95,"ANDOVER 2, ME US",
1/11/2016,1001,1,1380.74,"ANDOVER 2, ME US",
1/12/2016,1001,1,1607.97,"ANDOVER 2, ME US",
1/13/2016,1001,1,1629.02,"ANDOVER 2, ME US",
1/14/2016,1001,1,1574.1,"ANDOVER 2, ME US",
1/15/2016,1001,1,1617.82,"ANDOVER 2, ME US",
1/16/2016,1001,1,1582.81,"ANDOVER 2, ME US",
1/17/2016,1001,1,1452.53,"ANDOVER 2, ME US",
1/18/2016,1001,1,1485.75,"ANDOVER 2, ME US",
1/19/2016,1001,1,1597.47,"ANDOVER 2, ME US",
1/20/2016,1001,1,1627.8,"ANDOVER 2, ME US",
1/21/2016,1001,1,1559.72,"ANDOVER 2, ME US",
1/22/2016,1001,1,1537.97,"ANDOVER 2, ME US",
1/23/2016,1001,1,1624.32,"ANDOVER 2, ME US",
1/24/2016,1001,1,1636.02,"ANDOVER 2, ME US",
1/25/2016,1001,1,1403.58,"ANDOVER 2, ME US",
1/26/2016,1001,1,1261.49,"ANDOVER 2, ME US",
1/27/2016,1001,1,1240.23,"ANDOVER 2, ME US",
1/28/2016,1001,1,1305.38,"ANDOVER 2, ME US",
1/29/2016,1001,1,1334.38,"ANDOVER 2, ME US",
1/30/2016,1001,1,1253.5,"ANDOVER 2, ME US",
1/31/2016,1001,1,1211.02,"ANDOVER 2, ME US",
2/1/2016,1001,1,1232.99,"ANDOVER 2, ME US",
2/2/2016,1001,1,1191.82,"ANDOVER 2, ME US",
2/3/2016,1001,1,1270.93,"ANDOVER 2, ME US",
2/4/2016,1001,1,1181.54,"ANDOVER 2, ME US",
2/5/2016,1001,1,1178.53,"ANDOVER 2, ME US",
2/6/2016,1001,1,1333.52,"ANDOVER 2, ME US",
2/7/2016,1001,1,1259.87,"ANDOVER 2, ME US",
2/8/2016,1001,1,1306.5,"ANDOVER 2, ME US",
2/9/2016,1001,1,1304.89,"ANDOVER 2, ME US",
2/10/2016,1001,1,1354.53,"ANDOVER 2, ME US",
2/11/2016,1001,1,1312.49,"ANDOVER 2, ME US",
2/12/2016,1001,1,1384.9,"ANDOVER 2, ME US",
2/13/2016,1001,1,1393.83,"ANDOVER 2, ME US",
2/14/2016,1001,1,1514.58,"ANDOVER 2, ME US",
2/15/2016,1001,1,1512.92,"ANDOVER 2, ME US",
2/16/2016,1001,1,1665.32,"ANDOVER 2, ME US",
2/17/2016,1001,1,1231.9,"ANDOVER 2, ME US",
2/18/2016,1001,1,1235.07,"ANDOVER 2, ME US",
2/19/2016,1001,1,1345.66,"ANDOVER 2, ME US",
2/20/2016,1001,1,1631.72,"ANDOVER 2, ME US",
2/21/2016,1001,1,1423.96,"ANDOVER 2, ME US",
2/22/2016,1001,1,1516.85,"ANDOVER 2, ME US",
2/23/2016,1001,1,1713.14,"ANDOVER 2, ME US",
2/24/2016,1001,1,1633.49,"ANDOVER 2, ME US",
2/25/2016,1001,1,1464.81,"ANDOVER 2, ME US",
2/26/2016,1001,1,1440.29,"ANDOVER 2, ME US",
2/27/2016,1001,1,1563.91,"ANDOVER 2, ME US",
2/28/2016,1001,1,1529.44,"ANDOVER 2, ME US",
2/29/2016,1001,1,1473.71,"ANDOVER 2, ME US",
3/1/2016,1001,1,1511.61,"ANDOVER 2, ME US",
3/2/2016,1001,1,1491.92,"ANDOVER 2, ME US",
3/3/2016,1001,1,1622.81,"ANDOVER 2, ME US",
3/4/2016,1001,1,1684.55,"ANDOVER 2, ME US",
3/5/2016,1001,1,1687.08,"ANDOVER 2, ME US",
3/6/2016,1001,1,1587.2,"ANDOVER 2, ME US",
3/7/2016,1001,1,1526.05,"ANDOVER 2, ME US",
3/8/2016,1001,1,1512.82,"ANDOVER 2, ME US",
3/9/2016,1001,1,1467.25,"ANDOVER 2, ME US",
3/10/2016,1001,1,1156.08,"ANDOVER 2, ME US",
3/11/2016,1001,1,1151.17,"ANDOVER 2, ME US",
3/12/2016,1001,1,1192.44,"ANDOVER 2, ME US",
3/13/2016,1001,1,1163.65,"ANDOVER 2, ME US",
3/14/2016,1001,1,1174.62,"ANDOVER 2, ME US",
3/15/2016,1001,1,1186.8,"ANDOVER 2, ME US",
3/16/2016,1001,1,1211.01,"ANDOVER 2, ME US",
3/17/2016,1001,1,1167.85,"ANDOVER 2, ME US",
3/18/2016,1001,1,1169.48,"ANDOVER 2, ME US",
3/19/2016,1001,1,1230.78,"ANDOVER 2, ME US",
3/20/2016,1001,1,1258.06,"ANDOVER 2, ME US",
3/21/2016,1001,1,1224.75,"ANDOVER 2, ME US",
3/22/2016,1001,1,1212.07,"ANDOVER 2, ME US",
3/23/2016,1001,1,1184.97,"ANDOVER 2, ME US",
3/24/2016,1001,1,1228,"ANDOVER 2, ME US",
3/25/2016,1001,1,1231.35,"ANDOVER 2, ME US",
3/26/2016,1001,1,1217.73,"ANDOVER 2, ME US",
3/27/2016,1001,1,1183.62,"ANDOVER 2, ME US",
3/28/2016,1001,1,1174.56,"ANDOVER 2, ME US",
3/29/2016,1001,1,1163.3,"ANDOVER 2, ME US",
3/30/2016,1001,1,1192.21,"ANDOVER 2, ME US",
3/31/2016,1001,1,1207.87,"ANDOVER 2, ME US",
4/1/2016,1001,1,1205.82,"ANDOVER 2, ME US",
4/2/2016,1001,1,1096.68,"ANDOVER 2, ME US",
4/3/2016,1001,1,1238.89,"ANDOVER 2, ME US",
4/4/2016,1001,1,1296.56,"ANDOVER 2, ME US",
4/5/2016,1001,1,1288.66,"ANDOVER 2, ME US",
4/6/2016,1001,1,1301.1,"ANDOVER 2, ME US",
4/7/2016,1001,1,1273.31,"ANDOVER 2, ME US",
4/8/2016,1001,1,1146.58,"ANDOVER 2, ME US",
4/9/2016,1001,1,1172.71,"ANDOVER 2, ME US",
4/10/2016,1001,1,1271.14,"ANDOVER 2, ME US",
4/11/2016,1001,1,1238.6,"ANDOVER 2, ME US",
4/12/2016,1001,1,1197.84,"ANDOVER 2, ME US",
4/13/2016,1001,1,1204.01,"ANDOVER 2, ME US",
4/14/2016,1001,1,1182.73,"ANDOVER 2, ME US",
4/15/2016,1001,1,1200.26,"ANDOVER 2, ME US",
4/16/2016,1001,1,1200.5,"ANDOVER 2, ME US",
4/17/2016,1001,1,1194.12,"ANDOVER 2, ME US",
4/18/2016,1001,1,1126.32,"ANDOVER 2, ME US",
4/19/2016,1001,1,1118.69,"ANDOVER 2, ME US",
4/20/2016,1001,1,1164.73,"ANDOVER 2, ME US",
4/21/2016,1001,1,1215.58,"ANDOVER 2, ME US",
4/22/2016,1001,1,1128.78,"ANDOVER 2, ME US",
4/23/2016,1001,1,1094.08,"ANDOVER 2, ME US",
4/24/2016,1001,1,1169.49,"ANDOVER 2, ME US",
4/25/2016,1001,1,1224.31,"ANDOVER 2, ME US",
4/26/2016,1001,1,1166.38,"ANDOVER 2, ME US",
4/27/2016,1001,1,1169.84,"ANDOVER 2, ME US",
4/28/2016,1001,1,1182.41,"ANDOVER 2, ME US",
4/29/2016,1001,1,1276.4,"ANDOVER 2, ME US",
4/30/2016,1001,1,1228.54,"ANDOVER 2, ME US",
5/1/2016,1001,1,1161.51,"ANDOVER 2, ME US",
5/2/2016,1001,1,1147.94,"ANDOVER 2, ME US",
5/3/2016,1001,1,1120.55,"ANDOVER 2, ME US",
5/4/2016,1001,1,1073.47,"ANDOVER 2, ME US",
5/5/2016,1001,1,1049.23,"ANDOVER 2, ME US",
5/6/2016,1001,1,1078.25,"ANDOVER 2, ME US",
5/7/2016,1001,1,1082.1,"ANDOVER 2, ME US",
5/8/2016,1001,1,1050.91,"ANDOVER 2, ME US",
5/9/2016,1001,1,1131.09,"ANDOVER 2, ME US",
5/10/2016,1001,1,1151.57,"ANDOVER 2, ME US",
5/11/2016,1001,1,1126.73,"ANDOVER 2, ME US",
5/12/2016,1001,1,1101.14,"ANDOVER 2, ME US",
5/13/2016,1001,1,1069.45,"ANDOVER 2, ME US",
5/14/2016,1001,1,998.6,"ANDOVER 2, ME US",
5/15/2016,1001,1,1120.24,"ANDOVER 2, ME US",
5/16/2016,1001,1,1142.54,"ANDOVER 2, ME US",
5/17/2016,1001,1,1123.18,"ANDOVER 2, ME US",
5/18/2016,1001,1,1106.22,"ANDOVER 2, ME US",
5/19/2016,1001,1,1068.47,"ANDOVER 2, ME US",
5/20/2016,1001,1,1062,"ANDOVER 2, ME US",
5/21/2016,1001,1,1092.3,"ANDOVER 2, ME US",
5/22/2016,1001,1,1069.02,"ANDOVER 2, ME US",
5/23/2016,1001,1,1043.3,"ANDOVER 2, ME US",
5/24/2016,1001,1,1044.06,"ANDOVER 2, ME US",
5/25/2016,1001,1,973.87,"ANDOVER 2, ME US",
5/26/2016,1001,1,995.12,"ANDOVER 2, ME US",
5/27/2016,1001,1,976.82,"ANDOVER 2, ME US",
5/28/2016,1001,1,975.98,"ANDOVER 2, ME US",
5/29/2016,1001,1,978.98,"ANDOVER 2, ME US",
5/30/2016,1001,1,0,"ANDOVER 2, ME US",
5/31/2016,1001,1,1042.86,"ANDOVER 2, ME US",
6/1/2016,1001,1,961.45,"ANDOVER 2, ME US",
6/2/2016,1001,1,1008.79,"ANDOVER 2, ME US",
6/3/2016,1001,1,1011.39,"ANDOVER 2, ME US",
6/4/2016,1001,1,986.64,"ANDOVER 2, ME US",
6/5/2016,1001,1,1028.19,"ANDOVER 2, ME US",
6/6/2016,1001,1,998.89,"ANDOVER 2, ME US",
6/7/2016,1001,1,1038.41,"ANDOVER 2, ME US",
6/8/2016,1001,1,1002.61,"ANDOVER 2, ME US",
6/9/2016,1001,1,1044.04,"ANDOVER 2, ME US",
6/10/2016,1001,1,1042.6,"ANDOVER 2, ME US",
6/11/2016,1001,1,1045.51,"ANDOVER 2, ME US",
6/12/2016,1001,1,1023.09,"ANDOVER 2, ME US",
6/13/2016,1001,1,1053.63,"ANDOVER 2, ME US",
6/14/2016,1001,1,1015.38,"ANDOVER 2, ME US",
6/15/2016,1001,1,978.93,"ANDOVER 2, ME US",
6/16/2016,1001,1,1024.77,"ANDOVER 2, ME US",
6/17/2016,1001,1,1109,"ANDOVER 2, ME US",
6/18/2016,1001,1,1039.75,"ANDOVER 2, ME US",
6/19/2016,1001,1,1029.99,"ANDOVER 2, ME US",
6/20/2016,1001,1,1057.56,"ANDOVER 2, ME US",
6/21/2016,1001,1,936.47,"ANDOVER 2, ME US",
6/22/2016,1001,1,1069.77,"ANDOVER 2, ME US",
6/23/2016,1001,1,1028.25,"ANDOVER 2, ME US",
6/24/2016,1001,1,1076.77,"ANDOVER 2, ME US",
6/25/2016,1001,1,1066.33,"ANDOVER 2, ME US",
6/26/2016,1001,1,1077.07,"ANDOVER 2, ME US",
6/27/2016,1001,1,1016.9,"ANDOVER 2, ME US",
6/28/2016,1001,1,1009.89,"ANDOVER 2, ME US",
6/29/2016,1001,1,997.37,"ANDOVER 2, ME US",
6/30/2016,1001,1,987.26,"ANDOVER 2, ME US",
7/1/2016,1001,1,0,"ANDOVER 2, ME US",
7/2/2016,1001,1,0,"ANDOVER 2, ME US",
7/3/2016,1001,1,0,"ANDOVER 2, ME US",
7/4/2016,1001,1,0,"ANDOVER 2, ME US",
7/5/2016,1001,1,0,"ANDOVER 2, ME US",
7/6/2016,1001,1,0,"ANDOVER 2, ME US",
7/7/2016,1001,1,0,"ANDOVER 2, ME US",
7/8/2016,1001,1,943.78,"ANDOVER 2, ME US",
7/9/2016,1001,1,959.09,"ANDOVER 2, ME US",
7/10/2016,1001,1,1002.91,"ANDOVER 2, ME US",
7/11/2016,1001,1,1033.87,"ANDOVER 2, ME US",
7/12/2016,1001,1,961.84,"ANDOVER 2, ME US",
7/13/2016,1001,1,998.08,"ANDOVER 2, ME US",
7/14/2016,1001,1,912.39,"ANDOVER 2, ME US",
7/15/2016,1001,1,923.38,"ANDOVER 2, ME US",
7/16/2016,1001,1,920.17,"ANDOVER 2, ME US",
7/17/2016,1001,1,932.28,"ANDOVER 2, ME US",
7/18/2016,1001,1,929.26,"ANDOVER 2, ME US",
7/19/2016,1001,1,962.96,"ANDOVER 2, ME US",
7/20/2016,1001,1,991.57,"ANDOVER 2, ME US",
7/21/2016,1001,1,967.95,"ANDOVER 2, ME US",
7/22/2016,1001,1,988.81,"ANDOVER 2, ME US",
7/23/2016,1001,1,909.59,"ANDOVER 2, ME US",
7/24/2016,1001,1,918.14,"ANDOVER 2, ME US",
7/25/2016,1001,1,941.42,"ANDOVER 2, ME US",
7/26/2016,1001,1,954.53,"ANDOVER 2, ME US",
7/27/2016,1001,1,916.41,"ANDOVER 2, ME US",
7/28/2016,1001,1,917.24,"ANDOVER 2, ME US",
7/29/2016,1001,1,962.02,"ANDOVER 2, ME US",
7/30/2016,1001,1,982.32,"ANDOVER 2, ME US",
7/31/2016,1001,1,1025.41,"ANDOVER 2, ME US",
8/1/2016,1001,1,973.96,"ANDOVER 2, ME US",
8/2/2016,1001,1,1005.9,"ANDOVER 2, ME US",
8/3/2016,1001,1,984.17,"ANDOVER 2, ME US",
8/4/2016,1001,1,1000.99,"ANDOVER 2, ME US",
8/5/2016,1001,1,993.36,"ANDOVER 2, ME US",
8/6/2016,1001,1,969.17,"ANDOVER 2, ME US",
8/7/2016,1001,1,981.4,"ANDOVER 2, ME US",
8/8/2016,1001,1,973.19,"ANDOVER 2, ME US",
8/9/2016,1001,1,960.13,"ANDOVER 2, ME US",
8/10/2016,1001,1,1027.8,"ANDOVER 2, ME US",
8/11/2016,1001,1,1044.7,"ANDOVER 2, ME US",
8/12/2016,1001,1,956.33,"ANDOVER 2, ME US",
8/13/2016,1001,1,959.4,"ANDOVER 2, ME US",
8/14/2016,1001,1,951.91,"ANDOVER 2, ME US",
8/15/2016,1001,1,935.62,"ANDOVER 2, ME US",
8/16/2016,1001,1,994.53,"ANDOVER 2, ME US",
8/17/2016,1001,1,962.63,"ANDOVER 2, ME US",
8/18/2016,1001,1,920.76,"ANDOVER 2, ME US",
8/19/2016,1001,1,941.34,"ANDOVER 2, ME US",
8/20/2016,1001,1,969.69,"ANDOVER 2, ME US",
8/21/2016,1001,1,1033.95,"ANDOVER 2, ME US",
8/22/2016,1001,1,923.78,"ANDOVER 2, ME US",
8/23/2016,1001,1,1051.35,"ANDOVER 2, ME US",
8/24/2016,1001,1,983.74,"ANDOVER 2, ME US",
8/25/2016,1001,1,972.25,"ANDOVER 2, ME US",
8/26/2016,1001,1,944.92,"ANDOVER 2, ME US",
8/27/2016,1001,1,958.19,"ANDOVER 2, ME US",
8/28/2016,1001,1,964.34,"ANDOVER 2, ME US",
8/29/2016,1001,1,1002.48,"ANDOVER 2, ME US",
8/30/2016,1001,1,1032.13,"ANDOVER 2, ME US",
8/31/2016,1001,1,1000.08,"ANDOVER 2, ME US",
9/1/2016,1001,1,986.29,"ANDOVER 2, ME US",
9/2/2016,1001,1,1008.28,"ANDOVER 2, ME US",
9/3/2016,1001,1,1036.16,"ANDOVER 2, ME US",
9/4/2016,1001,1,0,"ANDOVER 2, ME US",
9/5/2016,1001,1,1053.85,"ANDOVER 2, ME US",
9/6/2016,1001,1,1029.96,"ANDOVER 2, ME US",
9/7/2016,1001,1,944.81,"ANDOVER 2, ME US",
9/8/2016,1001,1,882.99,"ANDOVER 2, ME US",
9/9/2016,1001,1,918.57,"ANDOVER 2, ME US",
9/10/2016,1001,1,982.53,"ANDOVER 2, ME US",
9/11/2016,1001,1,958.29,"ANDOVER 2, ME US",
9/12/2016,1001,1,1031.38,"ANDOVER 2, ME US",
9/13/2016,1001,1,1059.95,"ANDOVER 2, ME US",
9/14/2016,1001,1,1063.63,"ANDOVER 2, ME US",
9/15/2016,1001,1,1048.94,"ANDOVER 2, ME US",
9/16/2016,1001,1,1115.79,"ANDOVER 2, ME US",
9/17/2016,1001,1,1138.75,"ANDOVER 2, ME US",
9/18/2016,1001,1,1088.17,"ANDOVER 2, ME US",
9/19/2016,1001,1,898.57,"ANDOVER 2, ME US",
9/20/2016,1001,1,935.34,"ANDOVER 2, ME US",
9/21/2016,1001,1,938.63,"ANDOVER 2, ME US",
9/22/2016,1001,1,1022.29,"ANDOVER 2, ME US",
9/23/2016,1001,1,991.69,"ANDOVER 2, ME US",
9/24/2016,1001,1,1115.81,"ANDOVER 2, ME US",
9/25/2016,1001,1,1099.63,"ANDOVER 2, ME US",
9/26/2016,1001,1,1144.91,"ANDOVER 2, ME US",
9/27/2016,1001,1,1147.8,"ANDOVER 2, ME US",
9/28/2016,1001,1,1049.54,"ANDOVER 2, ME US",
9/29/2016,1001,1,1094.37,"ANDOVER 2, ME US",
9/30/2016,1001,1,1149.51,"ANDOVER 2, ME US",
10/1/2016,1001,1,1153.01,"ANDOVER 2, ME US",
10/2/2016,1001,1,1038.61,"ANDOVER 2, ME US",
10/3/2016,1001,1,1036.83,"ANDOVER 2, ME US",
10/4/2016,1001,1,1019.09,"ANDOVER 2, ME US",
10/5/2016,1001,1,1123.19,"ANDOVER 2, ME US",
10/6/2016,1001,1,1129.35,"ANDOVER 2, ME US",
10/7/2016,1001,1,1124.13,"ANDOVER 2, ME US",
10/8/2016,1001,1,1085.49,"ANDOVER 2, ME US",
10/9/2016,1001,1,1066.4,"ANDOVER 2, ME US",
10/10/2016,1001,1,1074.58,"ANDOVER 2, ME US",
10/11/2016,1001,1,1052.78,"ANDOVER 2, ME US",
10/12/2016,1001,1,1131.99,"ANDOVER 2, ME US",
10/13/2016,1001,1,1128.17,"ANDOVER 2, ME US",
10/14/2016,1001,1,1111.42,"ANDOVER 2, ME US",
10/15/2016,1001,1,1195.69,"ANDOVER 2, ME US",
10/16/2016,1001,1,1203.61,"ANDOVER 2, ME US",
10/17/2016,1001,1,1193.44,"ANDOVER 2, ME US",
10/18/2016,1001,1,1040.54,"ANDOVER 2, ME US",
10/19/2016,1001,1,1049.1,"ANDOVER 2, ME US",
10/20/2016,1001,1,1058.21,"ANDOVER 2, ME US",
10/21/2016,1001,1,1100.89,"ANDOVER 2, ME US",
10/22/2016,1001,1,1015.9,"ANDOVER 2, ME US",
10/23/2016,1001,1,1115.04,"ANDOVER 2, ME US",
10/24/2016,1001,1,1134.16,"ANDOVER 2, ME US",
10/25/2016,1001,1,1137.1,"ANDOVER 2, ME US",
10/26/2016,1001,1,1139.19,"ANDOVER 2, ME US",
10/27/2016,1001,1,1204.73,"ANDOVER 2, ME US",
10/28/2016,1001,1,1129.42,"ANDOVER 2, ME US",
10/29/2016,1001,1,1130.24,"ANDOVER 2, ME US",
10/30/2016,1001,1,1107.05,"ANDOVER 2, ME US",
10/31/2016,1001,1,1131.16,"ANDOVER 2, ME US",
11/1/2016,1001,1,1227.49,"ANDOVER 2, ME US",
11/2/2016,1001,1,1241.85,"ANDOVER 2, ME US",
11/3/2016,1001,1,1093.42,"ANDOVER 2, ME US",
11/4/2016,1001,1,1082.77,"ANDOVER 2, ME US",
11/5/2016,1001,1,1201.09,"ANDOVER 2, ME US",
11/6/2016,1001,1,1190.34,"ANDOVER 2, ME US",
11/7/2016,1001,1,1196.71,"ANDOVER 2, ME US",
11/8/2016,1001,1,1207.43,"ANDOVER 2, ME US",
11/9/2016,1001,1,1158.62,"ANDOVER 2, ME US",
11/10/2016,1001,1,1138.58,"ANDOVER 2, ME US",
11/11/2016,1001,1,1174.58,"ANDOVER 2, ME US",
11/12/2016,1001,1,1198,"ANDOVER 2, ME US",
11/13/2016,1001,1,1191.15,"ANDOVER 2, ME US",
11/14/2016,1001,1,1115.59,"ANDOVER 2, ME US",
11/15/2016,1001,1,1156.68,"ANDOVER 2, ME US",
11/16/2016,1001,1,1192.06,"ANDOVER 2, ME US",
11/17/2016,1001,1,1062.09,"ANDOVER 2, ME US",
11/18/2016,1001,1,1112.93,"ANDOVER 2, ME US",
11/19/2016,1001,1,1188.99,"ANDOVER 2, ME US",
11/20/2016,1001,1,1209.11,"ANDOVER 2, ME US",
11/21/2016,1001,1,1191.33,"ANDOVER 2, ME US",
11/22/2016,1001,1,1197.72,"ANDOVER 2, ME US",
11/23/2016,1001,1,1164.59,"ANDOVER 2, ME US",
11/24/2016,1001,1,0,"ANDOVER 2, ME US",
11/25/2016,1001,1,1215.26,"ANDOVER 2, ME US",
11/26/2016,1001,1,1171.14,"ANDOVER 2, ME US",
11/27/2016,1001,1,1177.68,"ANDOVER 2, ME US",
11/28/2016,1001,1,1182.72,"ANDOVER 2, ME US",
11/29/2016,1001,1,1261.84,"ANDOVER 2, ME US",
11/30/2016,1001,1,1244.59,"ANDOVER 2, ME US",
12/1/2016,1001,1,1103.06,"ANDOVER 2, ME US",
12/2/2016,1001,1,1174.51,"ANDOVER 2, ME US",
12/3/2016,1001,1,1177.49,"ANDOVER 2, ME US",
12/4/2016,1001,1,1206.83,"ANDOVER 2, ME US",
12/5/2016,1001,1,1268.69,"ANDOVER 2, ME US",
12/6/2016,1001,1,1281.17,"ANDOVER 2, ME US",
12/7/2016,1001,1,1279.53,"ANDOVER 2, ME US",
12/8/2016,1001,1,1461.07,"ANDOVER 2, ME US",
12/9/2016,1001,1,1508.83,"ANDOVER 2, ME US",
12/10/2016,1001,1,1513.39,"ANDOVER 2, ME US",
12/11/2016,1001,1,1647.17,"ANDOVER 2, ME US",
12/12/2016,1001,1,1625.48,"ANDOVER 2, ME US",
12/13/2016,1001,1,1513.17,"ANDOVER 2, ME US",
12/14/2016,1001,1,1529.63,"ANDOVER 2, ME US",
12/15/2016,1001,1,1590.03,"ANDOVER 2, ME US",
12/16/2016,1001,1,1741.23,"ANDOVER 2, ME US",
12/17/2016,1001,1,1710.65,"ANDOVER 2, ME US",
12/18/2016,1001,1,1677.93,"ANDOVER 2, ME US",
12/19/2016,1001,1,1657.85,"ANDOVER 2, ME US",
12/20/2016,1001,1,1750.14,"ANDOVER 2, ME US",
12/21/2016,1001,1,1784.91,"ANDOVER 2, ME US",
12/22/2016,1001,1,1581.91,"ANDOVER 2, ME US",
12/23/2016,1001,1,1438.66,"ANDOVER 2, ME US",
12/24/2016,1001,1,1471.41,"ANDOVER 2, ME US",
12/25/2016,1001,1,0,"ANDOVER 2, ME US",
12/26/2016,1001,1,1597.82,"ANDOVER 2, ME US",
12/27/2016,1001,1,1605.91,"ANDOVER 2, ME US",
12/28/2016,1001,1,1591.88,"ANDOVER 2, ME US",
12/29/2016,1001,1,1541.16,"ANDOVER 2, ME US",
12/30/2016,1001,1,1565.39,"ANDOVER 2, ME US",
12/31/2016,1001,1,1585.31,"ANDOVER 2, ME US",
1/1/2017,1001,1,0,"ANDOVER 2, ME US",
1/2/2017,1001,1,1601.63,"ANDOVER 2, ME US",
1/3/2017,1001,1,1543.91,"ANDOVER 2, ME US",
1/4/2017,1001,1,1518.7,"ANDOVER 2, ME US",
1/5/2017,1001,1,1478.69,"ANDOVER 2, ME US",
1/6/2017,1001,1,1562.45,"ANDOVER 2, ME US",
1/7/2017,1001,1,1686.07,"ANDOVER 2, ME US",
1/8/2017,1001,1,1721.19,"ANDOVER 2, ME US",
1/9/2017,1001,1,1713.12,"ANDOVER 2, ME US",
1/10/2017,1001,1,1697.09,"ANDOVER 2, ME US",
1/11/2017,1001,1,1748.53,"ANDOVER 2, ME US",
1/12/2017,1001,1,1402.03,"ANDOVER 2, ME US",
1/13/2017,1001,1,1386.83,"ANDOVER 2, ME US",
1/14/2017,1001,1,1636.1,"ANDOVER 2, ME US",
1/15/2017,1001,1,1673.26,"ANDOVER 2, ME US",
1/16/2017,1001,1,1584.34,"ANDOVER 2, ME US",
1/17/2017,1001,1,1572.75,"ANDOVER 2, ME US",
1/18/2017,1001,1,1466.8,"ANDOVER 2, ME US",
1/19/2017,1001,1,1478.05,"ANDOVER 2, ME US",
1/20/2017,1001,1,1477.42,"ANDOVER 2, ME US",
1/21/2017,1001,1,1406.71,"ANDOVER 2, ME US",
1/22/2017,1001,1,1433.44,"ANDOVER 2, ME US",
1/23/2017,1001,1,1452.1,"ANDOVER 2, ME US",
1/24/2017,1001,1,1432.66,"ANDOVER 2, ME US",
1/25/2017,1001,1,1408.81,"ANDOVER 2, ME US",
1/26/2017,1001,1,1427.46,"ANDOVER 2, ME US",
1/27/2017,1001,1,1403.68,"ANDOVER 2, ME US",
1/28/2017,1001,1,1454.08,"ANDOVER 2, ME US",
1/29/2017,1001,1,1454.64,"ANDOVER 2, ME US",
1/30/2017,1001,1,1561.68,"ANDOVER 2, ME US",
1/31/2017,1001,1,1612.24,"ANDOVER 2, ME US",
2/1/2017,1001,1,1630.41,"ANDOVER 2, ME US",
2/2/2017,1001,1,1577.44,"ANDOVER 2, ME US",
2/3/2017,1001,1,1625.51,"ANDOVER 2, ME US",
2/4/2017,1001,1,1597.2,"ANDOVER 2, ME US",
2/5/2017,1001,1,1570.39,"ANDOVER 2, ME US",
2/6/2017,1001,1,1538.42,"ANDOVER 2, ME US",
2/7/2017,1001,1,1564.97,"ANDOVER 2, ME US",
2/8/2017,1001,1,1540.65,"ANDOVER 2, ME US",
2/9/2017,1001,1,1548.01,"ANDOVER 2, ME US",
2/10/2017,1001,1,1622.14,"ANDOVER 2, ME US",
2/11/2017,1001,1,1632.22,"ANDOVER 2, ME US",
2/12/2017,1001,1,1625.48,"ANDOVER 2, ME US",
2/13/2017,1001,1,1528.61,"ANDOVER 2, ME US",
2/14/2017,1001,1,1512.97,"ANDOVER 2, ME US",
2/15/2017,1001,1,1572.85,"ANDOVER 2, ME US",
2/16/2017,1001,1,1548.67,"ANDOVER 2, ME US",
2/17/2017,1001,1,1529.4,"ANDOVER 2, ME US",
2/18/2017,1001,1,1477.28,"ANDOVER 2, ME US",
2/19/2017,1001,1,1499.01,"ANDOVER 2, ME US",
2/20/2017,1001,1,1415.58,"ANDOVER 2, ME US",
2/21/2017,1001,1,1555.41,"ANDOVER 2, ME US",
2/22/2017,1001,1,1567.09,"ANDOVER 2, ME US",
2/23/2017,1001,1,1559.99,"ANDOVER 2, ME US",
2/24/2017,1001,1,1458.47,"ANDOVER 2, ME US",
2/25/2017,1001,1,1363.78,"ANDOVER 2, ME US",
2/26/2017,1001,1,1422.96,"ANDOVER 2, ME US",
2/27/2017,1001,1,1569.37,"ANDOVER 2, ME US",
2/28/2017,1001,1,1534.03,"ANDOVER 2, ME US",
3/1/2017,1001,1,1468.78,"ANDOVER 2, ME US",
3/2/2017,1001,1,1354.98,"ANDOVER 2, ME US",
3/3/2017,1001,1,1533.34,"ANDOVER 2, ME US",
3/4/2017,1001,1,1622.98,"ANDOVER 2, ME US",
3/5/2017,1001,1,1646.25,"ANDOVER 2, ME US",
3/6/2017,1001,1,1654.48,"ANDOVER 2, ME US",
3/7/2017,1001,1,1549.29,"ANDOVER 2, ME US",
3/8/2017,1001,1,1434.64,"ANDOVER 2, ME US",
3/9/2017,1001,1,1398.42,"ANDOVER 2, ME US",
3/10/2017,1001,1,1535.95,"ANDOVER 2, ME US",
3/11/2017,1001,1,1162.68,"ANDOVER 2, ME US",
3/12/2017,1001,1,1686.69,"ANDOVER 2, ME US",
3/13/2017,1001,1,1599.92,"ANDOVER 2, ME US",
3/14/2017,1001,1,1638.49,"ANDOVER 2, ME US",
